Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2020-01-02,72.40052795410156,72.46079141879511,71.15668916006118,71.4097927692221,135480400
2020-01-03,71.69664001464844,72.45595811976894,71.47246171476719,71.62914523544616,146322800
2020-01-06,72.26793670654297,72.3065062028637,70.56851011431775,70.81920816221287,118387200
2020-01-07,71.92806243896484,72.53310260522755,71.70870255084994,72.27758611058375,108872000
2020-01-08,73.08509826660156,73.38641550034151,71.63154422529517,71.63154422529517,132079200
2020-01-09,74.63748931884766,74.83032941641996,73.81067654984861,74.06136720541696,170108400
2020-01-10,74.8062515258789,75.37032411023016,74.30486266425461,74.87134078520153,140644800
2020-01-13,76.40443420410156,76.43095395568463,75.00391177805751,75.12203317921409,121532000
2020-01-14,75.37272644042969,76.55148346044966,75.24979396232517,76.34176775906714,161954400
2020-01-15,75.04969024658203,76.05247495120804,74.61820187883205,75.17263004032235,121923600
2020-01-16,75.98980712890625,76.10069718746519,75.23048903454546,75.5920697800867,108829200
2020-01-17,76.8310775756836,76.83348311126043,75.9319442855303,76.2380799522902,137816400
2020-01-21,76.31041717529297,76.90099467937888,76.17301471865545,76.459869381581,110843200
2020-01-22,76.58280181884766,77.13480977194556,76.48878729766383,76.79492300181599,101832400
2020-01-23,76.95159149169922,77.03113599263217,76.08861494453882,76.63581166676181,104472000
2020-01-24,76.72982025146484,77.9399074546243,76.53938572501609,77.19746512519868,146537600
2020-01-27,74.47357940673828,75.15334557711078,73.49248860994267,74.74114561147599,161940000
2020-01-28,76.58039855957031,76.75154473409874,75.25460237825888,75.35343533999493,162234000
2020-01-29,78.18338012695312,79.02948122719883,77.46986301615,78.2098998673926,216229200
2020-01-30,78.07010650634766,78.1231386457578,76.83591201430718,77.26740045058162,126743200
2020-01-31,74.60858154296875,77.78325671620777,74.31449554353281,77.3614124669731,199588400
2020-02-03,74.40367126464844,75.56795795185045,72.85128411079334,73.35267280813538,173788400
2020-02-04,76.86000061035156,77.05043515977154,75.60169956180454,76.00666815397705,136616400
2020-02-05,77.48676300048828,78.28465065522497,76.88412837567931,77.98573887898152,118826800
2020-02-06,78.39310455322266,78.39551744527337,77.19989265225486,77.75672634398214,105425600
2020-02-07,77.32755279541016,78.14183107037995,76.8370524098855,77.89295663582978,117684000
2020-02-10,77.69480895996094,77.69480895996094,75.83429386411699,75.91402717049185,109348800
2020-02-11,77.22607421875,78.26265171467769,77.00861231633205,78.19016687181822,94323200
2020-02-12,79.05998992919922,79.0648197921596,77.67547099896561,77.67547099896561,113730400
2020-02-13,78.49702453613281,78.82322105727773,78.12975573109031,78.33272065286425,94747600
2020-02-14,78.51632690429688,78.76520124751363,78.00891111869721,78.46558016405162,80113600
2020-02-18,77.07868194580078,77.25990141746018,76.01794043224491,76.19915990390432,152531200
2020-02-19,78.19497680664062,78.4245243735885,77.32029218115534,77.32029218115534,93984000
2020-02-20,77.39278411865234,78.4438584118609,76.88778679879077,77.9557766771897,100566000
2020-02-21,75.6409683227539,77.42900548652433,75.02482536350576,76.98682605793252,129554000
2020-02-24,72.04802703857422,73.49778279969091,69.88547911921196,71.8257352845529,222195200
2020-02-25,69.60760498046875,73.09910313567873,69.13643877148064,72.71733735421887,230673600
2020-02-26,70.7118148803711,71.9755209333374,69.22581713906433,69.23306562077462,198054800
2020-02-27,66.08952331542969,69.10501764925158,65.95421338126829,67.92105203842019,320605600
2020-02-28,66.05085754394531,67.27107285671417,61.94563554811998,62.1606861550344,426510000
2020-03-02,72.20024108886719,72.83571844288954,67.10435128397388,68.20616489725688,341397200
2020-03-03,69.9072036743164,73.45426993984877,69.05667582944147,73.3745366413102,319475600
2020-03-04,73.14982604980469,73.30930003617219,70.82780458094045,71.62758575768213,219178400
2020-03-05,70.7770767211914,72.37905058025478,70.41221917601806,71.40529829391956,187572800
2020-03-06,69.83714294433594,70.26965542799252,67.95246362121284,68.13851293457299,226176800
2020-03-09,64.3135757446289,67.19375264320037,63.54761831737935,63.72883776125021,286744800
2020-03-10,68.9455337524414,69.21132371848606,65.0867678159455,66.96420578722295,285290000
2020-03-11,66.551025390625,67.9500415324096,65.68841908631278,67.02461750309321,255598800
2020-03-12,59.978797912597656,65.23899494473845,59.92322498627828,61.841735279374994,418474000
2020-03-13,67.16473388671875,67.63590721616417,61.119254441366124,64.00427119826284,370732000
2020-03-16,58.52421951293945,62.60044418179931,57.99022457275424,58.46139441002403,322423600
2020-03-17,61.09751510620117,62.24523425426669,57.60360354840731,59.80481528045248,324056000
2020-03-18,59.601863861083984,60.406478598445545,57.29433564123959,57.93464652653443,300233600
2020-03-19,59.145198822021484,61.09270335868853,58.62087096114338,59.77584268914572,271857200
2020-03-20,55.39032745361328,60.848656123776394,55.09070998430256,59.72509337905043,401693200
2020-03-23,54.21359634399414,55.211512386638695,51.372077383902344,55.11002996166237,336752800
2020-03-24,59.65260696411133,59.84832336499044,56.61295251663222,57.11070131069981,287531200
2020-03-25,59.32398986816406,62.39988643227555,59.02920598580545,60.587692247407915,303602000
2020-03-26,62.44580078125,62.503788640032134,59.526959345508246,59.565620375975534,252087200
2020-03-27,59.86041259765625,61.824829012114336,59.69369010665709,61.07095724785997,204216800
2020-03-30,61.568702697753906,61.74025873047765,60.26150553022684,60.585287078823825,167976400
2020-03-31,61.443058013916016,63.42438996368667,60.88973623938196,61.75959108899796,197002000
2020-04-01,58.2100944519043,60.09719207609643,57.78000065964953,59.56078230159109,176218400
2020-04-02,59.181434631347656,59.23459262853542,57.241178794751,58.07237254686632,165934000
2020-04-03,58.33091354370117,59.3674871060243,57.741345715951596,58.66677342106095,129880000
2020-04-06,63.4195556640625,63.574192418824516,60.25667324880632,60.62394199347429,201820400
2020-04-07,62.68501663208008,65.64977167238716,62.581119246295906,65.43230242458398,202887200
2020-04-08,64.2894058227539,64.6035165473233,63.1199373363336,63.48478743589154,168895200
2020-04-09,64.75333404541016,65.25592013573771,63.95839000283478,64.92489377394622,161834800
2020-04-13,66.02427673339844,66.13301133720609,64.23140932290158,64.83064420547504,131022800
2020-04-14,69.35871124267578,69.64866527052683,67.1840781553046,67.65525160710325,194994800
2020-04-15,68.72565460205078,69.18474234820361,67.80747910974512,68.23515430833677,131154400
2020-04-16,69.27174377441406,69.63660131632508,68.22308804264783,69.43846626880793,157125200
2020-04-17,68.33179473876953,69.3345480225858,66.89653644635722,68.7884711835537,215250000
2020-04-20,66.9134521484375,68.06117506076643,66.8941253228232,67.15991526149827,130015200
2020-04-21,64.84513854980469,66.99077762058634,64.1347578473476,66.75640021366904,180991600
2020-04-22,66.71292114257812,67.14784486961675,65.77058148476895,66.11126755910753,116862400
2020-04-23,66.45439147949219,68.07811832327417,66.41573043870696,66.657356413235,124814400
2020-04-24,68.37288665771484,68.3825537591584,66.93037962499518,66.9787077583751,126161200
2020-04-27,68.42121887207031,68.7522452213369,67.64318307081028,68.09018514896542,117087600
2020-04-28,67.31214141845703,69.06392923095741,67.22032976851494,68.88270980207805,112004800
2020-04-29,69.52302551269531,69.99178036647727,68.59518290617446,68.79814778505363,137280800
2020-04-30,70.98968505859375,71.16607461666706,69.67282835408629,70.06184250590752,183064000
2020-05-01,69.84680938720703,72.24615310349837,69.06877359729275,69.16542249456992,240616800
2020-05-04,70.83504486083984,70.96310628408554,69.18232470328076,69.8709599457229,133568000
2020-05-05,71.89820861816406,72.7294023781066,71.14916678667844,71.29414381435919,147751200
2020-05-06,72.63999938964844,73.27063948300304,72.21473542323028,72.59891973995855,142333600
2020-05-07,73.39143371582031,73.73696428730197,72.96375861359095,73.26579092772248,115215200
2020-05-08,75.13829803466797,75.19159993074032,73.72338371341871,74.05046319414457,133838400
2020-05-11,76.32061767578125,76.81486350373997,74.4380975285037,74.64646215282984,145946400
2020-05-12,75.44841003417969,77.45448798811958,75.32727004325628,77.00384337710936,162301200
2020-05-13,74.53744506835938,76.54837362731435,73.46172121123148,75.62770513487014,200622400
2020-05-14,74.99535369873047,75.05592369907653,73.05468852162736,73.77668558751988,158929200
2020-05-15,74.55198669433594,74.59802049199271,72.73488645146278,72.76880920502032,166348400
2020-05-18,76.30850982666016,76.68162311206635,75.18433442581173,75.8748339325949,135178400
2020-05-19,75.86756896972656,77.17102926581177,75.83607138413613,76.32547436249678,101729600
2020-05-20,77.34304809570312,77.41330397310716,76.68646396339064,76.72522965116472,111504800
2020-05-21,76.76641845703125,77.74523171426733,76.52898139842385,77.20494465969075,102688800
2020-05-22,77.26066589355469,77.34304019898961,76.4029926993938,76.5047461498377,81803200
2020-05-26,76.73735809326172,78.55687612704607,76.68163102348302,78.37759126728832,125522000
2020-05-27,77.07168579101562,77.21705526702166,75.85544287582236,76.59440129810365,112945200
2020-05-28,77.10562133789062,78.36305531429218,76.47084882755918,76.74704422339656,133560800
2020-05-29,77.03050994873047,77.8082267406315,76.67435802451047,77.34789618259597,153532400
2020-06-01,77.97781372070312,78.09895371175787,76.85363105469186,76.9844643152945,80791200
2020-06-02,78.33879089355469,78.36302036507111,77.27033552571095,77.71128676840137,87642800
2020-06-03,78.77006530761719,79.03173182452788,78.08683399477036,78.65861858793946,104491200
2020-06-04,78.0916748046875,78.89119567752222,77.71856161359257,78.5931960727843,87560400
2020-06-05,80.31581115722656,80.3763811505578,78.31215843959637,78.34123085338769,137250400
2020-06-08,80.7906723022461,80.82459504521165,79.30307721267422,80.01295571139336,95654400
2020-06-09,83.34188842773438,83.73438081455681,80.43937898287314,80.47087656345983,147712400
2020-06-10,85.48606872558594,85.95366732051313,83.85067883247099,84.28920501230608,166651600
